date_time,symbol,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-06-15 00:00:00-04:00,BFH,9.458154906460742,9.458154906460742,9.163486346651634,9.24254322052002,640784,0.0,0.0
2001-06-18 00:00:00-04:00,BFH,9.235354691312487,9.450965473351452,9.12754887088355,9.42221736907959,511224,0.0,0.0
2001-06-19 00:00:00-04:00,BFH,9.630644116009377,9.774385521601564,9.450967144314376,9.738449096679688,271149,0.0,0.0
2001-06-20 00:00:00-04:00,BFH,9.702514389395938,9.810320228885312,9.55877298380375,9.738449096679688,68163,0.0,0.0
2001-06-21 00:00:00-04:00,BFH,9.724077560423776,9.989998046748074,9.71689010244891,9.97562313079834,101117,0.0,0.0
2001-06-22 00:00:00-04:00,BFH,10.061867404784971,10.766197856885988,10.061867404784971,10.457155227661133,160259,0.0,0.0
2001-06-25 00:00:00-04:00,BFH,10.600897274287258,10.672767563406058,10.34935083296183,10.529026985168455,109136,0.0,0.0
2001-06-26 00:00:00-04:00,BFH,10.564961433410645,10.622456799760135,10.529025863270656,10.564961433410645,61272,0.0,0.0
2001-06-27 00:00:00-04:00,BFH,10.493091763355018,10.88838051382272,10.45715704699925,10.859631538391112,175169,0.0,0.0
2001-06-28 00:00:00-04:00,BFH,10.787756531959456,10.960245156245476,10.70869881641891,10.780569076538086,244460,0.0,0.0
2001-06-29 00:00:00-04:00,BFH,10.85243933665726,11.42740313524848,10.780569076538086,10.780569076538086,163767,0.0,0.0
2001-07-02 00:00:00-04:00,BFH,10.96024766074811,11.211794916874108,10.284666202433284,10.34934902191162,52626,0.0,0.0
2001-07-03 00:00:00-04:00,BFH,10.385284008122651,10.816507396529705,10.385284008122651,10.759010314941406,44607,0.0,0.0
2001-07-05 00:00:00-04:00,BFH,10.7087009102192,11.10398870639099,10.7087009102192,10.924312591552734,121666,0.0,0.0
2001-07-06 00:00:00-04:00,BFH,11.06805516535995,11.06805516535995,10.6008970095263,10.744638442993164,187574,0.0,0.0
2001-07-09 00:00:00-04:00,BFH,10.78057140939957,10.924312819561749,10.67995302345941,10.708701133728027,162890,0.0,0.0
2001-07-10 00:00:00-04:00,BFH,10.708701996332277,10.85244255925391,10.564961433410645,10.564961433410645,237068,0.0,0.0
2001-07-11 00:00:00-04:00,BFH,10.564959851749284,10.636830122450528,10.493088722229004,10.493088722229004,96230,0.0,0.0
2001-07-12 00:00:00-04:00,BFH,10.564958892018748,10.931498527526855,10.564958892018748,10.931498527526855,222533,0.0,0.0
2001-07-13 00:00:00-04:00,BFH,10.780571851793212,11.362722396850586,10.780571851793212,11.362722396850586,180683,0.0,0.0
2001-07-16 00:00:00-04:00,BFH,11.362722341424783,11.362722341424783,10.931500671803272,11.13992404937744,48366,0.0,0.0
2001-07-17 00:00:00-04:00,BFH,11.13992179060022,11.499274826725795,11.13992179060022,11.39146900177002,41224,0.0,0.0
2001-07-18 00:00:00-04:00,BFH,11.355534565863442,12.03830337524414,11.139922052072162,12.03830337524414,128433,0.0,0.0
2001-07-19 00:00:00-04:00,BFH,12.14611153645704,12.505463791243384,11.499277306077794,11.786758422851562,380536,0.0,0.0
2001-07-20 00:00:00-04:00,BFH,11.78675975623657,11.78675975623657,10.56496229527401,10.744638442993164,103623,0.0,0.0
2001-07-23 00:00:00-04:00,BFH,10.7661975210414,10.816507144200358,10.64401762109758,10.672765731811523,69542,0.0,0.0
2001-07-24 00:00:00-04:00,BFH,10.672764934246704,10.672764934246704,10.061866338998524,10.133736610412598,57137,0.0,0.0
2001-07-25 00:00:00-04:00,BFH,10.133740147268304,10.133740147268304,9.70251750946045,9.70251750946045,82447,0.0,0.0
2001-07-26 00:00:00-04:00,BFH,9.702512715126115,9.989994617883426,9.702512715126115,9.88218879699707,818334,0.0,0.0
2001-07-27 00:00:00-04:00,BFH,9.954062209638018,10.169673919677734,9.946875610673594,10.169673919677734,77686,0.0,0.0
2001-07-30 00:00:00-04:00,BFH,10.169672234322883,10.42121861513592,10.169672234322883,10.33497428894043,68664,0.0,0.0
2001-07-31 00:00:00-04:00,BFH,10.327786008377824,10.780569076538086,10.327786008377824,10.780569076538086,336431,0.0,0.0
2001-08-01 00:00:00-04:00,BFH,10.70869881641891,11.068050975833694,10.70869881641891,10.780569076538086,24058,0.0,0.0
2001-08-02 00:00:00-04:00,BFH,10.78057179920706,11.13992404937744,10.708701520936808,11.13992404937744,46236,0.0,0.0
2001-08-03 00:00:00-04:00,BFH,11.13992404937744,11.13992404937744,10.996183492836938,11.13992404937744,42978,0.0,0.0
2001-08-06 00:00:00-04:00,BFH,11.139923334187635,11.204607009887695,11.103988626769103,11.204607009887695,3383,0.0,0.0
2001-08-07 00:00:00-04:00,BFH,11.204610093504552,11.276480386940088,10.996185813131849,11.068056106567385,29070,0.0,0.0
2001-08-08 00:00:00-04:00,BFH,11.247729254733963,11.341161040566435,10.924312591552734,10.924312591552734,35711,0.0,0.0
2001-08-09 00:00:00-04:00,BFH,10.960247768763624,10.960247768763624,10.672765800942932,10.773385047912598,11778,0.0,0.0
2001-08-10 00:00:00-04:00,BFH,10.852443444569271,10.996184878036134,10.744638442993164,10.744638442993164,33580,0.0,0.0
2001-08-13 00:00:00-04:00,BFH,10.744636419691547,11.420218710956288,10.744636419691547,11.103988647460938,69917,0.0,0.0
2001-08-14 00:00:00-04:00,BFH,11.103989339651877,11.283665464737068,11.103989339651877,11.13992404937744,74178,0.0,0.0
2001-08-15 00:00:00-04:00,BFH,11.24773010994386,11.60708236694336,11.14711171845336,11.60708236694336,36838,0.0,0.0
2001-08-16 00:00:00-04:00,BFH,11.60708236694336,11.621457281689713,11.513650574006896,11.60708236694336,15412,0.0,0.0
2001-08-17 00:00:00-04:00,BFH,11.635831004230248,11.714887880155242,11.635831004230248,11.678953170776367,7643,0.0,0.0
2001-08-20 00:00:00-04:00,BFH,11.60708229545839,11.786758422851562,11.60708229545839,11.786758422851562,45359,0.0,0.0
2001-08-21 00:00:00-04:00,BFH,11.71488404507086,11.966431222469929,11.71488404507086,11.858625411987305,116278,0.0,0.0
2001-08-22 00:00:00-04:00,BFH,11.786758199416042,11.786758199416042,11.211795117948652,11.319600105285645,14535,0.0,0.0
2001-08-23 00:00:00-04:00,BFH,11.283663906769473,11.283663906769473,10.96024641097983,11.12554931640625,29446,0.0,0.0
2001-08-24 00:00:00-04:00,BFH,11.068048311853069,11.11835791123687,10.744631789750798,10.845250129699709,13908,0.0,0.0
2001-08-27 00:00:00-04:00,BFH,10.780573157245456,10.809321272174982,10.56496229527401,10.744638442993164,21176,0.0,0.0
2001-08-28 00:00:00-04:00,BFH,10.672765275774951,10.70151424407959,10.34934861465278,10.70151424407959,13532,0.0,0.0
2001-08-29 00:00:00-04:00,BFH,10.773385172628108,11.068053742175442,10.241544255999347,10.81650733947754,262629,0.0,0.0
2001-08-30 00:00:00-04:00,BFH,10.780572323297788,10.852442605061968,10.600896189477757,10.787759780883787,487292,0.0,0.0
2001-08-31 00:00:00-04:00,BFH,10.852443090267773,11.068054804019338,10.852443090267773,10.960248947143556,130061,0.0,0.0
2001-09-04 00:00:00-04:00,BFH,11.032121389259268,11.068056106567385,11.00337241306575,11.068056106567385,21426,0.0,0.0
2001-09-05 00:00:00-04:00,BFH,11.060867065977105,11.901751460674204,11.060867065977105,11.678953170776367,136076,0.0,0.0
2001-09-06 00:00:00-04:00,BFH,11.607082629923807,11.678953770007396,11.571147918701172,11.571147918701172,87835,0.0,0.0
2001-09-07 00:00:00-04:00,BFH,11.535212108555362,11.643017090772188,11.535212108555362,11.628643035888672,60771,0.0,0.0
